@id,@lon,@lat,name,name:mk,name:en
3696527271,22.7797751,41.9653908,,,
3704382122,22.7804593,41.9651139,,,
3704387327,22.7797521,41.9653373,,,
3704387330,22.7808827,41.9648738,,,
3704387337,22.7805612,41.9661479,,,
3758598714,21.2170105,41.5130692,,,
3758598715,21.2172707,41.5130140,,,
3758598720,21.2165443,41.5123694,,,
3758598721,21.2177327,41.5124027,,,
3787571405,21.4413301,41.9872329,,,
3787571417,21.4411253,41.9873245,,,
3787571432,21.4414511,41.9871532,,,
3832632307,21.4245924,41.9872700,,,
4107484486,21.4037146,42.0045207,,,
4107484487,21.4033904,42.0045673,,,
4107484488,21.4031904,42.0037996,,,
4107484889,21.4035147,42.0037530,,,
4125379517,21.4128098,42.0009982,Центар за ментално здравје,,Center for mental health
4125379518,21.4130411,42.0010726,ПЗУ „Д-р Горица“,,PZU "D-r Gorica"
4127878230,21.4587118,42.0084707,,,
4127878233,21.4587654,42.0081558,,,
4127878236,21.4602031,42.0079246,,,
4127878238,21.4587037,42.0084029,,,
4127878248,21.4589478,42.0080761,,,
4127878254,21.4589210,42.0088334,,,
4133414551,21.4030347,42.0047350,,,
4133414554,21.4031047,42.0050083,,,
4138200603,21.4145316,42.0005964,Неуромедика,,Neuromedika
4151702372,21.4202483,41.9950304,,,
4151702373,21.4203974,41.9950470,,,
4151702381,21.4203702,41.9951804,,,
4207941044,21.4056037,42.0135929,,,
4224249979,21.4051382,42.0137001,,,
4224249980,21.4049160,42.0140363,,,
4224249982,21.4050388,42.0141040,,,
4224249985,21.4043197,42.0141886,,,
4224249986,21.4041812,42.0141950,,,
4224250089,21.4051080,42.0143725,,,
4224250090,21.4050322,42.0143731,,,
4224250093,21.4039908,42.0143998,,,
4224250094,21.4036558,42.0144235,,,
4224250097,21.4040139,42.0145805,,,
4224250098,21.4036789,42.0146042,,,
4234366919,21.4039938,42.0137739,,,
4234366921,21.4039347,42.0137998,,,
4234366922,21.4036746,42.0138128,,,
4234366923,21.4041292,42.0139314,,,
4234366924,21.4040903,42.0139891,,,
4234366925,21.4040997,42.0142027,,,
4234366926,21.4041030,42.0142549,,,
4247656089,20.8824258,41.8353984,Hospital,,
4278026415,22.7546217,41.4166397,,,
4278026416,22.7543385,41.4160637,,,
4278026417,22.7542430,41.4160770,,,
4278026418,22.7540926,41.4161407,,,
4278026419,22.7542377,41.4163902,,,
4278026420,22.7544111,41.4167007,,,
4281387289,21.5118538,42.0160266,Medical Point,,
4367454449,22.1919723,41.7356638,,,
4367454451,22.1919365,41.7357765,,,
4367454452,22.1915312,41.7357047,,,
4367454453,22.1915727,41.7355744,,,
4367454454,22.1916730,41.7355922,,,
4367454455,22.1917094,41.7354780,,,
4367454456,22.1918335,41.7354999,,,
4367454457,22.1917915,41.7356318,,,
4405714510,21.4590248,42.0089273,,,
4405714511,21.4593563,42.0088996,,,
4408488656,22.1985658,41.7388195,,,
4408488657,22.1985517,41.7387046,,,
4408488658,22.1980527,41.7387204,,,
4408488659,22.1980456,41.7385250,,,
4408488660,22.1981270,41.7385184,,,
4408488661,22.1981535,41.7384828,,,
4408488662,22.1983393,41.7384207,,,
4408488663,22.1984809,41.7384128,,,
4422365687,22.1992246,41.7385807,,,
4422365688,22.1991853,41.7386801,,,
4422442641,22.1864601,41.7348442,,,
4422442642,22.1868011,41.7349446,,,
4422442643,22.1867191,41.7350998,,,
4422442644,22.1863873,41.7349748,,,
4426204299,22.1978241,41.7363974,,,
4426204300,22.1977116,41.7363997,,,
4426204301,22.1975856,41.7363536,,,
4426204302,22.1975214,41.7363065,,,
4426204303,22.1974876,41.7362577,,,
4426204304,22.1974718,41.7361414,,,
4426204305,22.1975576,41.7356453,,,
4426204306,22.1975039,41.7355573,,,
4426204307,22.1975681,41.7354675,,,
4426204308,22.1974990,41.7354475,,,
4426204309,22.1976106,41.7352896,,,
4426204311,22.1981533,41.7347125,,,
4426204312,22.1982507,41.7345889,,,
4426204313,22.1983255,41.7343788,,,
4426204314,22.1983239,41.7343040,,,
4426204315,22.1982960,41.7342046,,,
4426204316,22.1983783,41.7340810,,,
4426204317,22.1984769,41.7339566,,,
4426204318,22.1987923,41.7335870,,,
4426204319,22.1991285,41.7330773,,,
4426204320,22.1994329,41.7325676,,,
4426204321,22.1997161,41.7322638,,,
4426204322,22.2002272,41.7321597,,,
4426204323,22.2004834,41.7320366,,,
4426204324,22.1979147,41.7363685,,,
4426204325,22.1980541,41.7362554,,,
4426204326,22.1984055,41.7359021,,,
4426204327,22.1985691,41.7357790,,,
4426204328,22.1987515,41.7355999,,,
4426204329,22.1988789,41.7355398,,,
4426204330,22.1990211,41.7355298,,,
4426204331,22.1991149,41.7354888,,,
4426204332,22.1991471,41.7355328,,,
4426204333,22.1994395,41.7357300,,,
4426204335,22.1996863,41.7358601,,,
4426204336,22.1998861,41.7359161,,,
4426204337,22.2000336,41.7359231,,,
4426204338,22.2001717,41.7358741,,,
4426204339,22.2002911,41.7358110,,,
